id_num,year,data_string_raw,data_string_cle,wiki,accomplishment,name,category,bday,gender,location,lat,lng,country,state,county,city,FIPS_state
180,1906,"<li>First intercollegiate Greek-letter organization established by African Americans: <a href=""/wiki/Alpha_Phi_Alpha"" title=""Alpha Phi Alpha"">Alpha Phi Alpha</a> (ΑΦΑ), at <a href=""/wiki/Cornell_University"" title=""Cornell University"">Cornell University</a>
</li>","First intercollegiate Greek-letter organization established by African Americans: Alpha Phi Alpha (ΑΦΑ), at Cornell University",/wiki/Alpha_Phi_Alpha,First intercollegiate Greek-letter organization established by African Americans,Alpha Phi Alpha,Social & Jobs,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
182,1907,"<li>First African-American <a href=""/wiki/Greek_Orthodox_Church"" title=""Greek Orthodox Church"">Greek Orthodox</a> priest and missionary in America: Very Rev. Fr. <a href=""/wiki/Raphael_Morgan"" title=""Raphael Morgan"">Robert Josias Morgan</a><sup id=""cite_ref-95"" class=""reference""><a href=""#cite_note-95"">[87]</a></sup>
</li>",First African-American Greek Orthodox priest and missionary in America: Very Rev. Fr. Robert Josias Morgan[87],/wiki/Raphael_Morgan,First African-American Greek Orthodox priest and missionary in America,Raphael Morgan,Social & Jobs,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
184,1908,"<li>First African-American <a href=""/wiki/Heavyweight"" title=""Heavyweight"">heavyweight</a> <a href=""/wiki/Boxing"" title=""Boxing"">boxing</a> champion: <a href=""/wiki/Jack_Johnson_(boxer)"" title=""Jack Johnson (boxer)"">Jack Johnson</a><sup id=""cite_ref-Jr.2010_96-0"" class=""reference""><a href=""#cite_note-Jr.2010-96"">[88]</a></sup> (See also: 1902)</li>",First African-American heavyweight boxing champion: Jack Johnson[88] (See also: 1902),/wiki/Jack_Johnson_(boxer),First African-American heavyweight boxing champion,Jack Johnson (boxer),Sports,1878-03-31,male,"Galveston, Texas, U.S.[1]",36.63654,-83.43753,United States of America,Virginia,Lee County,NA,51
184,1908,"<li>First African-American Olympic gold medal winner: <a href=""/wiki/John_Taylor_(athlete)"" title=""John Taylor (athlete)"">John Taylor</a> (<a href=""/wiki/Track_and_field"" title=""Track and field"">track and field</a> medley relay team).<sup id=""cite_ref-FOOTNOTEPotter2002345–346_97-0"" class=""reference""><a href=""#cite_note-FOOTNOTEPotter2002345%E2%80%93346-97"">[89]</a></sup> (See also: DeHart Hubbard, 1924)</li>","First African-American Olympic gold medal winner: John Taylor (track and field medley relay team).[89] (See also: DeHart Hubbard, 1924)",/wiki/John_Taylor_(athlete),First African-American Olympic gold medal winner,John Taylor (athlete),Education & Science,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
184,1908,"<li>First intercollegiate Greek-letter sorority established by African Americans: <a href=""/wiki/Alpha_Kappa_Alpha"" title=""Alpha Kappa Alpha"">Alpha Kappa Alpha</a> (ΑΚΑ) at Howard University</li>",First intercollegiate Greek-letter sorority established by African Americans: Alpha Kappa Alpha (ΑΚΑ) at Howard University,/wiki/Alpha_Kappa_Alpha,First intercollegiate Greek-letter sorority established by African Americans,Alpha Kappa Alpha,Social & Jobs,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
187,1910,"<li>First African-American woman millionaire: <a href=""/wiki/Madam_C._J._Walker"" title=""Madam C. J. Walker"">Madam C. J. Walker</a><sup id=""cite_ref-98"" class=""reference""><a href=""#cite_note-98"">[90]</a></sup>
</li>",First African-American woman millionaire: Madam C. J. Walker[90],/wiki/Madam_C._J._Walker,First African-American woman millionaire,Madam C. J. Walker,Social & Jobs,1867-12-23,female,"Delta, Fifth Military District (Louisiana), U.S.",31.379334,-92.405298,United States of America,Louisiana,NA,NA,22
189,1911,"<li>First intercollegiate Greek-letter fraternity established by African Americans at a <a href=""/wiki/Historically_black_college"" class=""mw-redirect"" title=""Historically black college"">historically black college</a>: <a href=""/wiki/Omega_Psi_Phi"" title=""Omega Psi Phi"">Omega Psi Phi</a> (ΩΨΦ), at <a href=""/wiki/Howard_University"" title=""Howard University"">Howard University</a>
</li>","First intercollegiate Greek-letter fraternity established by African Americans at a historically black college: Omega Psi Phi (ΩΨΦ), at Howard University",/wiki/Omega_Psi_Phi,First intercollegiate Greek-letter fraternity established by African Americans at a historically black college,Omega Psi Phi,Social & Jobs,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
189,1911,"<li>First African-American <a href=""/wiki/Police_officer"" title=""Police officer"">police officer</a> in New York City: <a href=""/wiki/Samuel_J._Battle"" title=""Samuel J. Battle"">Samuel J. Battle</a>, following the 1898 incorporation of the five boroughs into the City of New York, and the hiring of three African-American officers in the Brooklyn Police Department. Battle was also the <a href=""/wiki/New_York_City_Police_Department"" title=""New York City Police Department"">NYPD</a>'s first African-American <a href=""/wiki/Sergeant"" title=""Sergeant"">sergeant</a> (1926), <a href=""/wiki/Lieutenant"" title=""Lieutenant"">lieutenant</a> (1935), and <a href=""/wiki/Parole"" title=""Parole"">parole</a> <a href=""/wiki/Commissioner"" title=""Commissioner"">commissioner</a> (1941).<sup id=""cite_ref-nypd_85-1"" class=""reference""><a href=""#cite_note-nypd-85"">[77]</a></sup> (See also: Wiley Overton, 1891)</li>","First African-American police officer in New York City: Samuel J. Battle, following the 1898 incorporation of the five boroughs into the City of New York, and the hiring of three African-American officers in the Brooklyn Police Department. Battle was also the NYPD's first African-American sergeant (1926), lieutenant (1935), and parole commissioner (1941).[77] (See also: Wiley Overton, 1891)",/wiki/Samuel_J._Battle,First African-American police officer in New York City,Samuel J. Battle,Military,1883-01-16,male,"New Bern, North Carolina",35.1084931,-77.0441143,United States of America,North Carolina,Craven County,NA,37
189,1911,"<li>First African-American attorney admitted to the <a href=""/wiki/American_Bar_Association"" title=""American Bar Association"">American Bar Association</a>: <a href=""/wiki/Butler_R._Wilson"" title=""Butler R. Wilson"">Butler R. Wilson</a> (June 1911), <a href=""/wiki/William_Henry_Lewis"" class=""mw-redirect"" title=""William Henry Lewis"">William Henry Lewis</a> (August 1911), and William R. Morris (October 1911)<sup id=""cite_ref-aba_99-0"" class=""reference""><a href=""#cite_note-aba-99"">[91]</a></sup><sup id=""cite_ref-100"" class=""reference""><a href=""#cite_note-100"">[92]</a></sup>
</li>","First African-American attorney admitted to the American Bar Association: Butler R. Wilson (June 1911), William Henry Lewis (August 1911), and William R. Morris (October 1911)[91][92]",/wiki/Butler_R._Wilson,First African-American attorney admitted to the American Bar Association,Butler R. Wilson,Law,1861-07-22,male,"Greensboro, Georgia, U.S.",33.5756831,-83.1823789,United States of America,Georgia,Greene County,NA,13
191,1914,"<li>First African-American military pilot: <a href=""/wiki/Eugene_Bullard"" title=""Eugene Bullard"">Eugene Jacques Bullard</a>
</li>",First African-American military pilot: Eugene Jacques Bullard,/wiki/Eugene_Bullard,First African-American military pilot,Eugene Bullard,Military,1895-10-09,male,"Columbus, Georgia, U.S.",32.4610708,-84.9880449,United States of America,Georgia,Muscogee County,Columbus,13
193,1915,"<li>First African-American alderman of <a href=""/wiki/Chicago"" title=""Chicago"">Chicago</a>: <a href=""/wiki/Oscar_Stanton_De_Priest"" title=""Oscar Stanton De Priest"">Oscar Stanton De Priest</a><sup id=""cite_ref-Sawyers2012_101-0"" class=""reference""><a href=""#cite_note-Sawyers2012-101"">[93]</a></sup>
</li>",First African-American alderman of Chicago: Oscar Stanton De Priest[93],/wiki/Oscar_Stanton_De_Priest,First African-American alderman of Chicago,Oscar Stanton De Priest,Politics,1871-03-09,male,"Florence, Alabama, U.S.",34.79981,-87.677251,United States of America,Alabama,Lauderdale County,Florence,01
195,1916,"<li>First African American to play in a <a href=""/wiki/1916_Rose_Bowl"" title=""1916 Rose Bowl"">Rose Bowl</a> game: <a href=""/wiki/Fritz_Pollard"" title=""Fritz Pollard"">Fritz Pollard</a>, <a href=""/wiki/Brown_University"" title=""Brown University"">Brown University</a><sup id=""cite_ref-102"" class=""reference""><a href=""#cite_note-102"">[94]</a></sup>
</li>","First African American to play in a Rose Bowl game: Fritz Pollard, Brown University[94]",/wiki/Fritz_Pollard,First African American to play in a Rose Bowl game,Fritz Pollard,Sports,1894-01-27,male,"Chicago, Illinois",41.8755616,-87.6244212,United States of America,Illinois,Cook County,Chicago,17
195,1916,"<li>First African American to become a <a href=""/wiki/Colonel"" title=""Colonel"">colonel</a> in the <a href=""/wiki/U.S._Army"" class=""mw-redirect"" title=""U.S. Army"">U.S. Army</a>: <a href=""/wiki/Charles_Young_(United_States_Army)"" title=""Charles Young (United States Army)"">Charles Young</a><sup id=""cite_ref-103"" class=""reference""><a href=""#cite_note-103"">[95]</a></sup><sup id=""cite_ref-104"" class=""reference""><a href=""#cite_note-104"">[96]</a></sup>
</li>",First African American to become a colonel in the U.S. Army: Charles Young[95][96],/wiki/Charles_Young_(United_States_Army),First African American to become a colonel in the U.S. Army,Charles Young (United States Army),Military,1864-03-12,male,"Mays Lick, Kentucky",38.517580100000004,-83.8418974,United States of America,Kentucky,Mason County,NA,21
195,1916,"<li>First African-American woman to become a licensed <a href=""/wiki/Pharmacist"" title=""Pharmacist"">pharmacist</a>: <a href=""/wiki/Ella_P._Stewart"" title=""Ella P. Stewart"">Ella P. Stewart</a>
</li>",First African-American woman to become a licensed pharmacist: Ella P. Stewart,/wiki/Ella_P._Stewart,First African-American woman to become a licensed pharmacist,Ella P. Stewart,Social & Jobs,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
197,1917,"<li>First African-American woman to win a major sports title: <a href=""/wiki/Lucy_Diggs_Slowe"" title=""Lucy Diggs Slowe"">Lucy Diggs Slowe</a>, <a href=""/wiki/American_Tennis_Association"" title=""American Tennis Association"">American Tennis Association</a><sup id=""cite_ref-MillerPruitt-Logan2012_105-0"" class=""reference""><a href=""#cite_note-MillerPruitt-Logan2012-105"">[97]</a></sup>
</li>","First African-American woman to win a major sports title: Lucy Diggs Slowe, American Tennis Association[97]",/wiki/Lucy_Diggs_Slowe,First African-American woman to win a major sports title,Lucy Diggs Slowe,Sports,NA,female,"Berryville, Virginia, U.S.[1]",36.63654,-83.43753,United States of America,Virginia,Lee County,NA,51
197,1917,"<li>First African American to enter the <a href=""/wiki/University_of_Oregon"" title=""University of Oregon"">University of Oregon</a>: <a href=""/wiki/Mabel_Byrd"" title=""Mabel Byrd"">Mabel Byrd</a><sup id=""cite_ref-106"" class=""reference""><a href=""#cite_note-106"">[98]</a></sup>
</li>",First African American to enter the University of Oregon: Mabel Byrd[98],/wiki/Mabel_Byrd,First African American to enter the University of Oregon,Mabel Byrd,Education & Science,1895-07-03,female,"Canonsburg, Pennsylvania, United States",40.2625702,-80.1872797,United States of America,Pennsylvania,Washington County,NA,42
199,1919,"<li>First African-American special agent for the <a href=""/wiki/Federal_Bureau_of_Investigation"" title=""Federal Bureau of Investigation"">FBI</a>: <a href=""/wiki/James_Wormley_Jones"" title=""James Wormley Jones"">James Wormley Jones</a><sup id=""cite_ref-BBC2008_107-0"" class=""reference""><a href=""#cite_note-BBC2008-107"">[99]</a></sup><sup id=""cite_ref-Theoharis1999_108-0"" class=""reference""><a href=""#cite_note-Theoharis1999-108"">[100]</a></sup>
</li>",First African-American special agent for the FBI: James Wormley Jones[99][100],/wiki/James_Wormley_Jones,First African-American special agent for the FBI,James Wormley Jones,Law,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
199,1919,"<li>First African-American women appointed as police officers: Cora I. Parchment at the <a href=""/wiki/New_York_Police_Department"" class=""mw-redirect"" title=""New York Police Department"">New York Police Department</a> (NYPD)<sup id=""cite_ref-Segrave_109-0"" class=""reference""><a href=""#cite_note-Segrave-109"">[101]</a></sup> and <a href=""/wiki/Georgia_Ann_Robinson"" title=""Georgia Ann Robinson"">Georgia Ann Robinson</a>, by the <a href=""/wiki/Los_Angeles_Police_Department"" title=""Los Angeles Police Department"">Los Angeles Police Department</a> (LAPD)<sup id=""cite_ref-Corsianos_110-0"" class=""reference""><a href=""#cite_note-Corsianos-110"">[102]</a></sup>
</li>","First African-American women appointed as police officers: Cora I. Parchment at the New York Police Department (NYPD)[101] and Georgia Ann Robinson, by the Los Angeles Police Department (LAPD)[102]",/wiki/New_York_Police_Department,First African-American women appointed as police officers,New York Police Department,Military,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
202,1920,"<li>First African-American <a href=""/wiki/National_Football_League"" title=""National Football League"">NFL</a> <a href=""/wiki/American_football"" title=""American football"">football players</a>: <a href=""/wiki/Fritz_Pollard"" title=""Fritz Pollard"">Fritz Pollard</a> (<a href=""/wiki/Akron_Pros"" title=""Akron Pros"">Akron Pros</a>) and <a href=""/wiki/Bobby_Marshall"" title=""Bobby Marshall"">Bobby Marshall</a> (<a href=""/wiki/Rock_Island_Independents"" title=""Rock Island Independents"">Rock Island Independents</a>)<sup id=""cite_ref-WilsonAddams2006_111-0"" class=""reference""><a href=""#cite_note-WilsonAddams2006-111"">[103]</a></sup>
</li>",First African-American NFL football players: Fritz Pollard (Akron Pros) and Bobby Marshall (Rock Island Independents)[103],/wiki/Fritz_Pollard,First African-American NFL football players,Fritz Pollard,Sports,1894-01-27,male,"Chicago, Illinois",41.8755616,-87.6244212,United States of America,Illinois,Cook County,Chicago,17
202,1920,"<li>First African-American <a href=""/wiki/Bishop"" title=""Bishop"">bishops</a> of the <a href=""/wiki/Methodist_Episcopal_Church"" title=""Methodist Episcopal Church"">Methodist Episcopal Church</a>: <a href=""/wiki/Robert_Elijah_Jones"" title=""Robert Elijah Jones"">Robert Elijah Jones</a> and <a href=""/wiki/Matthew_Wesley_Clair"" title=""Matthew Wesley Clair"">Matthew Wesley Clair</a>.<sup id=""cite_ref-LyghtKeaton2012_112-0"" class=""reference""><a href=""#cite_note-LyghtKeaton2012-112"">[104]</a></sup>
</li>",First African-American bishops of the Methodist Episcopal Church: Robert Elijah Jones and Matthew Wesley Clair.[104],/wiki/Robert_Elijah_Jones,First African-American bishops of the Methodist Episcopal Church,Robert Elijah Jones,Religion,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
204,1921,"<li>First African-American woman to become an aviation <a href=""/wiki/Aviator"" class=""mw-redirect"" title=""Aviator"">pilot</a>, first American to hold an international pilot license: <a href=""/wiki/Bessie_Coleman"" title=""Bessie Coleman"">Bessie Coleman</a><sup id=""cite_ref-113"" class=""reference""><a href=""#cite_note-113"">[105]</a></sup>
</li>","First African-American woman to become an aviation pilot, first American to hold an international pilot license: Bessie Coleman[105]",/wiki/Bessie_Coleman,"First African-American woman to become an aviation pilot, first American to hold an international pilot license",Bessie Coleman,Social & Jobs,1892-01-26,female,"Atlanta, Texas, U.S.",33.1162131,-94.1663493,United States of America,Texas,Cass County,NA,48
204,1921,"<li>First African-American <a href=""/wiki/National_Football_League"" title=""National Football League"">NFL</a> <a href=""/wiki/American_football"" title=""American football"">football</a> <a href=""/wiki/Coach_(sport)"" title=""Coach (sport)"">coach</a>: <a href=""/wiki/Fritz_Pollard"" title=""Fritz Pollard"">Fritz Pollard</a>, co-head coach, Akron Pros, while continuing to play <a href=""/wiki/Running_back"" title=""Running back"">running back</a><sup id=""cite_ref-WilsonAddams2006_111-1"" class=""reference""><a href=""#cite_note-WilsonAddams2006-111"">[103]</a></sup>
</li>","First African-American NFL football coach: Fritz Pollard, co-head coach, Akron Pros, while continuing to play running back[103]",/wiki/Fritz_Pollard,First African-American NFL football coach,Fritz Pollard,Sports,1894-01-27,male,"Chicago, Illinois",41.8755616,-87.6244212,United States of America,Illinois,Cook County,Chicago,17
204,1921,"<li>First African-American woman to earn a Ph.D. in the U.S.: <a href=""/wiki/Georgiana_Rose_Simpson"" class=""mw-redirect"" title=""Georgiana Rose Simpson"">Georgiana Rose Simpson</a>. Simpson received her doctoral degree in German from the University of Chicago in 1921.</li>",First African-American woman to earn a Ph.D. in the U.S.: Georgiana Rose Simpson. Simpson received her doctoral degree in German from the University of Chicago in 1921.,/wiki/Georgiana_Rose_Simpson,First African-American woman to earn a Ph.D. in the U.S.,Georgiana Rose Simpson,Education & Science,1865-01-01,female,NA,NA,NA,NA,NA,NA,NA,NA
206,1923,"<li>First African-American woman to earn a degree in library science:   <a href=""/wiki/Virginia_Proctor_Powell_Florence"" title=""Virginia Proctor Powell Florence"">Virginia Proctor Powell Florence</a>.<sup id=""cite_ref-114"" class=""reference""><a href=""#cite_note-114"">[106]</a></sup><sup id=""cite_ref-Black_115-0"" class=""reference""><a href=""#cite_note-Black-115"">[107]</a></sup> She earned the degree (Bachelor of Library Science) from what is now part of the University of Pittsburgh.<sup id=""cite_ref-nwhm_116-0"" class=""reference""><a href=""#cite_note-nwhm-116"">[108]</a></sup><sup id=""cite_ref-117"" class=""reference""><a href=""#cite_note-117"">[109]</a></sup><sup id=""cite_ref-118"" class=""reference""><a href=""#cite_note-118"">[110]</a></sup>
</li>",First African-American woman to earn a degree in library science:   Virginia Proctor Powell Florence.[106][107] She earned the degree (Bachelor of Library Science) from what is now part of the University of Pittsburgh.[108][109][110],/wiki/Virginia_Proctor_Powell_Florence,First African-American woman to earn a degree in library science,Virginia Proctor Powell Florence,Education & Science,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
208,1924,"<li>First African American to win individual <a href=""/wiki/Olympic_Games"" title=""Olympic Games"">Olympic</a> gold medal: <a href=""/wiki/DeHart_Hubbard"" title=""DeHart Hubbard"">DeHart Hubbard</a> (<a href=""/wiki/Long_jump"" title=""Long jump"">long jump</a>, <a href=""/wiki/1924_Summer_Olympics"" title=""1924 Summer Olympics"">1924 Summer Olympics</a>).<sup id=""cite_ref-119"" class=""reference""><a href=""#cite_note-119"">[111]</a></sup> (See also: John Taylor, 1908)</li>","First African American to win individual Olympic gold medal: DeHart Hubbard (long jump, 1924 Summer Olympics).[111] (See also: John Taylor, 1908)",/wiki/DeHart_Hubbard,First African American to win individual Olympic gold medal,DeHart Hubbard,Education & Science,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
210,1925,"<li>First African-American <a href=""/wiki/Foreign_Service_Officer"" title=""Foreign Service Officer"">Foreign Service Officer</a>: <a href=""/wiki/Clifton_Reginald_Wharton,_Sr."" class=""mw-redirect"" title=""Clifton Reginald Wharton, Sr."">Clifton R. Wharton Sr.</a><sup id=""cite_ref-120"" class=""reference""><a href=""#cite_note-120"">[112]</a></sup>
</li>",First African-American Foreign Service Officer: Clifton R. Wharton Sr.[112],"/wiki/Clifton_Reginald_Wharton,_Sr.",First African-American Foreign Service Officer,"Clifton Reginald Wharton, Sr.",Military,1899-05-11,male,"Baltimore, Maryland",39.2908816,-76.610759,United States of America,Maryland,NA,Baltimore,24
212,1927,"<li>First African American to become an officer in the <a href=""/wiki/New_York_Fire_Department"" class=""mw-redirect"" title=""New York Fire Department"">New York Fire Department</a> in New York City: <a href=""/wiki/Wesley_Augustus_Williams"" title=""Wesley Augustus Williams"">Wesley Augustus Williams</a>.<sup id=""cite_ref-121"" class=""reference""><a href=""#cite_note-121"">[113]</a></sup>
</li>",First African American to become an officer in the New York Fire Department in New York City: Wesley Augustus Williams.[113],/wiki/Wesley_Augustus_Williams,First African American to become an officer in the New York Fire Department in New York City,Wesley Augustus Williams,Military,1897-08-26,male,"Manhattan, New York City, US",40.7896239,-73.9598939,United States of America,New York,New York County,New York,36
212,1927,"<li>First African American to star in an international <a href=""/wiki/Motion_picture"" class=""mw-redirect"" title=""Motion picture"">motion picture</a>: <a href=""/wiki/Josephine_Baker"" title=""Josephine Baker"">Josephine Baker</a> in <i>La Sirène des tropiques</i>.<sup id=""cite_ref-122"" class=""reference""><a href=""#cite_note-122"">[114]</a></sup>
</li>",First African American to star in an international motion picture: Josephine Baker in La Sirène des tropiques.[114],/wiki/Josephine_Baker,First African American to star in an international motion picture,Josephine Baker,Arts & Entertainment,1906-06-03,female,"St. Louis, Missouri, U.S.",38.6264178,-90.1998378,United States of America,Missouri,NA,St. Louis,29
214,1928,"<li>First post-<a href=""/wiki/Reconstruction_Era"" class=""mw-redirect"" title=""Reconstruction Era"">Reconstruction</a> African American elected to <a href=""/wiki/United_States_House_of_Representatives"" title=""United States House of Representatives"">U.S. House of Representatives</a>: <a href=""/wiki/Oscar_Stanton_De_Priest"" title=""Oscar Stanton De Priest"">Oscar Stanton De Priest</a> (<a href=""/wiki/Republican_Party_(United_States)"" title=""Republican Party (United States)"">Republican</a>; <a href=""/wiki/Illinois"" title=""Illinois"">Illinois</a>)<sup id=""cite_ref-123"" class=""reference""><a href=""#cite_note-123"">[115]</a></sup>
</li>",First post-Reconstruction African American elected to U.S. House of Representatives: Oscar Stanton De Priest (Republican; Illinois)[115],/wiki/Oscar_Stanton_De_Priest,First post-Reconstruction African American elected to U.S. House of Representatives,Oscar Stanton De Priest,Politics,1871-03-09,male,"Florence, Alabama, U.S.",34.79981,-87.677251,United States of America,Alabama,Lauderdale County,Florence,01
214,1928,"<li>First African-American woman to serve in a state legislature: <a href=""/wiki/Minnie_Buckingham_Harper"" title=""Minnie Buckingham Harper"">Minnie Buckingham Harper</a>, <a href=""/wiki/West_Virginia"" title=""West Virginia"">West Virginia</a><sup id=""cite_ref-124"" class=""reference""><a href=""#cite_note-124"">[116]</a></sup>
</li>","First African-American woman to serve in a state legislature: Minnie Buckingham Harper, West Virginia[116]",/wiki/Minnie_Buckingham_Harper,First African-American woman to serve in a state legislature,Minnie Buckingham Harper,Military,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
216,1929,"<li>First African-American <a href=""/wiki/Sports_commentator"" title=""Sports commentator"">sportscaster</a>: <a href=""/wiki/Sherman_Maxwell"" title=""Sherman Maxwell"">Sherman ""Jocko"" Maxwell</a> (<a href=""/wiki/WNJR_(AM)"" class=""mw-redirect"" title=""WNJR (AM)"">WNJR</a>, <a href=""/wiki/Newark,_New_Jersey"" title=""Newark, New Jersey"">Newark, New Jersey</a>)<sup id=""cite_ref-ShermanMaxwell_125-0"" class=""reference""><a href=""#cite_note-ShermanMaxwell-125"">[117]</a></sup>
</li>","First African-American sportscaster: Sherman ""Jocko"" Maxwell (WNJR, Newark, New Jersey)[117]",/wiki/Sherman_Maxwell,First African-American sportscaster,Sherman Maxwell,Sports,1907-12-18,male,"Newark, New Jersey",40.735657,-74.1723667,United States of America,New Jersey,Essex County,Newark,34
219,1931,"<li>First African-American composer to have their symphony performed by a leading orchestra: <a href=""/wiki/William_Grant_Still"" title=""William Grant Still"">William Grant Still</a>, <i>Symphony No. 1</i>, by Rochester Philharmonic Orchestra<sup id=""cite_ref-126"" class=""reference""><a href=""#cite_note-126"">[118]</a></sup>
</li>","First African-American composer to have their symphony performed by a leading orchestra: William Grant Still, Symphony No. 1, by Rochester Philharmonic Orchestra[118]",/wiki/William_Grant_Still,First African-American composer to have their symphony performed by a leading orchestra,William Grant Still,Arts & Entertainment,1895-05-11,male,"Woodville, Mississippi, U.S.",31.104619,-91.2995551,United States of America,Mississippi,Wilkinson County,NA,28
219,1931,"<li>First African-American woman to graduate from Yale Law School: <a href=""/wiki/Jane_Matilda_Bolin"" class=""mw-redirect"" title=""Jane Matilda Bolin"">Jane Matilda Bolin</a>
</li>",First African-American woman to graduate from Yale Law School: Jane Matilda Bolin,/wiki/Jane_Matilda_Bolin,First African-American woman to graduate from Yale Law School,Jane Matilda Bolin,Law,1908-04-11,female,"Poughkeepsie, New York, US",41.7065539,-73.9283672,United States of America,New York,Dutchess County,NA,36
221,1932,"<li>First African American on a presidential ticket in the 20th century: <a href=""/wiki/James_W._Ford"" title=""James W. Ford"">James W. Ford</a> (<a href=""/wiki/Communist_Party_USA"" title=""Communist Party USA"">Communist Party USA</a>, as vice-presidential candidate running with <a href=""/wiki/William_Z._Foster"" title=""William Z. Foster"">William Z. Foster</a>)<sup id=""cite_ref-Howard2008_127-0"" class=""reference""><a href=""#cite_note-Howard2008-127"">[119]</a></sup>
</li>","First African American on a presidential ticket in the 20th century: James W. Ford (Communist Party USA, as vice-presidential candidate running with William Z. Foster)[119]",/wiki/James_W._Ford,First African American on a presidential ticket in the 20th century,James W. Ford,Politics,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
221,1932,"<li>First African American Ph.D in anthropology: <a href=""/wiki/William_Montague_Cobb"" title=""William Montague Cobb"">William Montague Cobb</a><sup id=""cite_ref-Harrison_and_Harrison,_19992_128-0"" class=""reference""><a href=""#cite_note-Harrison_and_Harrison,_19992-128"">[120]</a></sup><sup id=""cite_ref-:03_129-0"" class=""reference""><a href=""#cite_note-:03-129"">[121]</a></sup>
</li>",First African American Ph.D in anthropology: William Montague Cobb[120][121],/wiki/William_Montague_Cobb,First African American Ph.D in anthropology,William Montague Cobb,Education & Science,1904-10-12,male,"Washington, DC",38.8949924,-77.0365581,United States of America,District of Columbia,NA,Washington,11
223,1932,"<li>First African-American woman to earn a doctorate in psychology: <a href=""/wiki/Inez_Beverly_Prosser"" title=""Inez Beverly Prosser"">Inez Prosser</a>
</li>",First African-American woman to earn a doctorate in psychology: Inez Prosser,/wiki/Inez_Beverly_Prosser,First African-American woman to earn a doctorate in psychology,Inez Beverly Prosser,Education & Science,NA,female,"Yoakum, Texas",33.1536951,-102.833579,United States of America,Texas,Yoakum County,NA,48
225,1934,"<li>First African American elected to the U.S. House of Representatives as a <a href=""/wiki/Democratic_Party_(United_States)"" title=""Democratic Party (United States)"">Democrat</a>: <a href=""/wiki/Arthur_W._Mitchell"" class=""mw-redirect"" title=""Arthur W. Mitchell"">Arthur W. Mitchell</a> (Illinois)<sup id=""cite_ref-Nordin1997_130-0"" class=""reference""><a href=""#cite_note-Nordin1997-130"">[122]</a></sup>
</li>",First African American elected to the U.S. House of Representatives as a Democrat: Arthur W. Mitchell (Illinois)[122],/wiki/Arthur_W._Mitchell,First African American elected to the U.S. House of Representatives as a Democrat,Arthur W. Mitchell,Politics,1883-12-22,male,"Lafayette, Alabama",32.8998486,-85.4010592,United States of America,Alabama,Chambers County,NA,01
227,1935,"<li>First known interracial jazz group: Benny Goodman Trio (<a href=""/wiki/Benny_Goodman"" title=""Benny Goodman"">Benny Goodman</a>, <a href=""/wiki/Teddy_Wilson"" title=""Teddy Wilson"">Teddy Wilson</a>, <a href=""/wiki/Gene_Krupa"" title=""Gene Krupa"">Gene Krupa</a>)<sup id=""cite_ref-Baker2010_131-0"" class=""reference""><a href=""#cite_note-Baker2010-131"">[123]</a></sup>
</li>","First known interracial jazz group: Benny Goodman Trio (Benny Goodman, Teddy Wilson, Gene Krupa)[123]",/wiki/Benny_Goodman,First known interracial jazz group,Benny Goodman,Social & Jobs,1909-05-30,male,"Chicago, Illinois, U.S.",41.8755616,-87.6244212,United States of America,Illinois,Cook County,Chicago,17
229,1936,"<li>First African American to conduct a major U.S. <a href=""/wiki/Orchestra"" title=""Orchestra"">orchestra</a>: <a href=""/wiki/William_Grant_Still"" title=""William Grant Still"">William Grant Still</a> (<a href=""/wiki/Los_Angeles_Philharmonic"" title=""Los Angeles Philharmonic"">Los Angeles Philharmonic</a>)<sup id=""cite_ref-StrunkTreitler1998_132-0"" class=""reference""><a href=""#cite_note-StrunkTreitler1998-132"">[124]</a></sup>
</li>",First African American to conduct a major U.S. orchestra: William Grant Still (Los Angeles Philharmonic)[124],/wiki/William_Grant_Still,First African American to conduct a major U.S. orchestra,William Grant Still,Arts & Entertainment,1895-05-11,male,"Woodville, Mississippi, U.S.",31.104619,-91.2995551,United States of America,Mississippi,Wilkinson County,NA,28
